sensor_id,timestamp,temperature,fault_type,sequence_id
DHT22-1,2025-03-03T07:30:00,75.92,normal,1350
DHT22-1,2025-03-03T07:30:02,66.45,normal,1350
DHT22-1,2025-03-03T07:30:04,46.9,normal,1350
DHT22-1,2025-03-03T07:30:06,46.9,intermittent,1350
DHT22-1,2025-03-03T07:30:08,48.19,normal,1350
DHT22-1,2025-03-03T07:30:10,74.26,normal,1350
DHT22-1,2025-03-03T07:30:12,72.71,normal,1350
DHT22-1,2025-03-03T07:30:14,54.54,normal,1350
DHT22-1,2025-03-03T07:30:16,62.25,normal,1350
DHT22-1,2025-03-03T07:30:18,76.58,normal,1350
DHT22-1,2025-03-03T07:30:20,77.58,drift,1351
DHT22-1,2025-03-03T07:30:22,53.19,normal,1351
DHT22-1,2025-03-03T07:30:24,65.51,normal,1351
DHT22-1,2025-03-03T07:30:26,61.47,normal,1351
DHT22-1,2025-03-03T07:30:28,54.27,normal,1351
DHT22-1,2025-03-03T07:30:30,60.13,normal,1351
DHT22-1,2025-03-03T07:30:32,53.4,normal,1351
DHT22-1,2025-03-03T07:30:34,54.41,drift,1351
DHT22-1,2025-03-03T07:30:36,68.5,normal,1351
DHT22-1,2025-03-03T07:30:38,67.33,normal,1351
DHT22-1,2025-03-03T07:30:40,56.07,normal,1352
DHT22-1,2025-03-03T07:30:42,57.33,normal,1352
DHT22-1,2025-03-03T07:30:44,77.65,normal,1352
DHT22-1,2025-03-03T07:30:46,49.52,normal,1352
DHT22-1,2025-03-03T07:30:48,49.52,stuck_at,1352
DHT22-1,2025-03-03T07:30:50,49.03,normal,1352
DHT22-1,2025-03-03T07:30:52,46.52,normal,1352
DHT22-1,2025-03-03T07:30:54,76.8,normal,1352
DHT22-1,2025-03-03T07:30:56,54.1,normal,1352
DHT22-1,2025-03-03T07:30:58,56.8,normal,1352
DHT22-1,2025-03-03T07:31:00,52.21,normal,1353
DHT22-1,2025-03-03T07:31:02,50.96,noise,1353
DHT22-1,2025-03-03T07:31:04,46.34,normal,1353
DHT22-1,2025-03-03T07:31:06,51.02,normal,1353
DHT22-1,2025-03-03T07:31:08,65.12,normal,1353
DHT22-1,2025-03-03T07:31:10,48.78,normal,1353
DHT22-1,2025-03-03T07:31:12,73.86,normal,1353
DHT22-1,2025-03-03T07:31:14,45.95,normal,1353
DHT22-1,2025-03-03T07:31:16,187.02,out_of_range,1353
DHT22-1,2025-03-03T07:31:18,75.48,normal,1353
DHT22-1,2025-03-03T07:31:20,69.38,normal,1354
DHT22-1,2025-03-03T07:31:22,67.31,normal,1354
DHT22-1,2025-03-03T07:31:24,73.12,normal,1354
DHT22-1,2025-03-03T07:31:26,74.69,normal,1354
DHT22-1,2025-03-03T07:31:28,54.74,normal,1354
DHT22-1,2025-03-03T07:31:30,53.93,noise,1354
DHT22-1,2025-03-03T07:31:32,61.81,normal,1354
DHT22-1,2025-03-03T07:31:34,49.21,normal,1354
DHT22-1,2025-03-03T07:31:36,57.07,normal,1354
DHT22-1,2025-03-03T07:31:38,61.78,normal,1354
DHT22-1,2025-03-03T07:31:40,55.96,normal,1355
DHT22-1,2025-03-03T07:31:42,52.62,normal,1355
DHT22-1,2025-03-03T07:31:44,52.32,noise,1355
DHT22-1,2025-03-03T07:31:46,72.9,normal,1355
DHT22-1,2025-03-03T07:31:48,52.63,normal,1355
DHT22-1,2025-03-03T07:31:50,49.53,normal,1355
DHT22-1,2025-03-03T07:31:52,66.8,normal,1355
DHT22-1,2025-03-03T07:31:54,55.19,normal,1355
DHT22-1,2025-03-03T07:31:56,66.08,normal,1355
DHT22-1,2025-03-03T07:31:58,66.7,drift,1355
DHT22-1,2025-03-03T07:32:00,52.05,normal,1356
DHT22-1,2025-03-03T07:32:02,50.56,normal,1356
DHT22-1,2025-03-03T07:32:04,69.59,normal,1356
DHT22-1,2025-03-03T07:32:06,69.0,normal,1356
DHT22-1,2025-03-03T07:32:08,65.45,normal,1356
DHT22-1,2025-03-03T07:32:10,48.61,normal,1356
DHT22-1,2025-03-03T07:32:12,48.61,intermittent,1356
DHT22-1,2025-03-03T07:32:14,75.97,normal,1356
DHT22-1,2025-03-03T07:32:16,54.37,normal,1356
DHT22-1,2025-03-03T07:32:18,61.62,normal,1356
DHT22-1,2025-03-03T07:32:20,52.6,normal,1357
DHT22-1,2025-03-03T07:32:22,65.7,normal,1357
DHT22-1,2025-03-03T07:32:24,79.43,normal,1357
DHT22-1,2025-03-03T07:32:26,79.43,intermittent,1357
DHT22-1,2025-03-03T07:32:28,73.5,normal,1357
DHT22-1,2025-03-03T07:32:30,69.22,normal,1357
DHT22-1,2025-03-03T07:32:32,67.43,normal,1357
DHT22-1,2025-03-03T07:32:34,78.01,normal,1357
DHT22-1,2025-03-03T07:32:36,59.61,normal,1357
DHT22-1,2025-03-03T07:32:38,47.53,normal,1357
DHT22-1,2025-03-03T07:32:40,151.82,out_of_range,1358
DHT22-1,2025-03-03T07:32:42,68.99,normal,1358
DHT22-1,2025-03-03T07:32:44,66.53,normal,1358
DHT22-1,2025-03-03T07:32:46,52.34,normal,1358
DHT22-1,2025-03-03T07:32:48,54.62,normal,1358
DHT22-1,2025-03-03T07:32:50,66.94,normal,1358
DHT22-1,2025-03-03T07:32:52,71.51,normal,1358
DHT22-1,2025-03-03T07:32:54,72.19,noise,1358
DHT22-1,2025-03-03T07:32:56,50.61,normal,1358
DHT22-1,2025-03-03T07:32:58,55.05,normal,1358
DHT22-1,2025-03-03T07:33:00,74.03,normal,1359
DHT22-1,2025-03-03T07:33:02,65.77,normal,1359
DHT22-1,2025-03-03T07:33:04,56.37,normal,1359
DHT22-1,2025-03-03T07:33:06,70.48,normal,1359
DHT22-1,2025-03-03T07:33:08,172.26,out_of_range,1359
DHT22-1,2025-03-03T07:33:10,64.8,normal,1359
DHT22-1,2025-03-03T07:33:12,63.71,normal,1359
DHT22-1,2025-03-03T07:33:14,55.69,normal,1359
DHT22-1,2025-03-03T07:33:16,52.93,normal,1359
DHT22-1,2025-03-03T07:33:18,52.01,normal,1359
DHT22-1,2025-03-03T07:33:20,45.44,normal,1360
DHT22-1,2025-03-03T07:33:22,45.75,noise,1360
DHT22-1,2025-03-03T07:33:24,66.13,normal,1360
DHT22-1,2025-03-03T07:33:26,56.21,normal,1360
DHT22-1,2025-03-03T07:33:28,79.96,normal,1360
DHT22-1,2025-03-03T07:33:30,47.7,normal,1360
DHT22-1,2025-03-03T07:33:32,70.88,normal,1360
DHT22-1,2025-03-03T07:33:34,70.77,normal,1360
DHT22-1,2025-03-03T07:33:36,69.96,noise,1360
DHT22-1,2025-03-03T07:33:38,51.85,normal,1360
DHT22-1,2025-03-03T07:33:40,46.16,normal,1361
DHT22-1,2025-03-03T07:33:42,67.11,normal,1361
DHT22-1,2025-03-03T07:33:44,73.19,normal,1361
DHT22-1,2025-03-03T07:33:46,53.48,normal,1361
DHT22-1,2025-03-03T07:33:48,49.44,normal,1361
DHT22-1,2025-03-03T07:33:50,50.09,drift,1361
DHT22-1,2025-03-03T07:33:52,77.81,normal,1361
DHT22-1,2025-03-03T07:33:54,60.24,normal,1361
DHT22-1,2025-03-03T07:33:56,61.34,normal,1361
DHT22-1,2025-03-03T07:33:58,71.16,normal,1361
DHT22-1,2025-03-03T07:34:00,57.75,normal,1362
DHT22-1,2025-03-03T07:34:02,66.81,normal,1362
DHT22-1,2025-03-03T07:34:04,67.62,drift,1362
DHT22-1,2025-03-03T07:34:06,60.91,normal,1362
DHT22-1,2025-03-03T07:34:08,74.29,normal,1362
DHT22-1,2025-03-03T07:34:10,71.45,normal,1362
DHT22-1,2025-03-03T07:34:12,64.39,normal,1362
DHT22-1,2025-03-03T07:34:14,69.58,normal,1362
DHT22-1,2025-03-03T07:34:16,77.52,normal,1362
DHT22-1,2025-03-03T07:34:18,87.52,calibration,1362
DHT22-1,2025-03-03T07:34:20,77.21,normal,1363
DHT22-1,2025-03-03T07:34:22,72.53,normal,1363
DHT22-1,2025-03-03T07:34:24,71.59,normal,1363
DHT22-1,2025-03-03T07:34:26,67.95,normal,1363
DHT22-1,2025-03-03T07:34:28,60.19,normal,1363
DHT22-1,2025-03-03T07:34:30,54.86,normal,1363
DHT22-1,2025-03-03T07:34:32,55.48,drift,1363
DHT22-1,2025-03-03T07:34:34,63.8,normal,1363
DHT22-1,2025-03-03T07:34:36,71.89,normal,1363
DHT22-1,2025-03-03T07:34:38,60.01,normal,1363
DHT22-1,2025-03-03T07:34:40,74.55,normal,1364
DHT22-1,2025-03-03T07:34:42,53.1,normal,1364
DHT22-1,2025-03-03T07:34:44,78.63,normal,1364
DHT22-1,2025-03-03T07:34:46,157.67,out_of_range,1364
DHT22-1,2025-03-03T07:34:48,52.81,normal,1364
DHT22-1,2025-03-03T07:34:50,46.74,normal,1364
DHT22-1,2025-03-03T07:34:52,64.41,normal,1364
DHT22-1,2025-03-03T07:34:54,77.8,normal,1364
DHT22-1,2025-03-03T07:34:56,51.56,normal,1364
DHT22-1,2025-03-03T07:34:58,65.18,normal,1364
DHT22-1,2025-03-03T07:35:00,75.18,calibration,1365
DHT22-1,2025-03-03T07:35:02,62.14,normal,1365
DHT22-1,2025-03-03T07:35:04,47.17,normal,1365
DHT22-1,2025-03-03T07:35:06,62.49,normal,1365
DHT22-1,2025-03-03T07:35:08,45.37,normal,1365
DHT22-1,2025-03-03T07:35:10,58.27,normal,1365
DHT22-1,2025-03-03T07:35:12,64.98,normal,1365
DHT22-1,2025-03-03T07:35:14,197.84,out_of_range,1365
DHT22-1,2025-03-03T07:35:16,72.42,normal,1365
DHT22-1,2025-03-03T07:35:18,47.58,normal,1365
DHT22-1,2025-03-03T07:35:20,66.08,normal,1366
DHT22-1,2025-03-03T07:35:22,48.21,normal,1366
DHT22-1,2025-03-03T07:35:24,77.79,normal,1366
DHT22-1,2025-03-03T07:35:26,52.57,normal,1366
DHT22-1,2025-03-03T07:35:28,62.57,calibration,1366
DHT22-1,2025-03-03T07:35:30,48.41,normal,1366
DHT22-1,2025-03-03T07:35:32,47.36,normal,1366
DHT22-1,2025-03-03T07:35:34,70.46,normal,1366
DHT22-1,2025-03-03T07:35:36,75.06,normal,1366
DHT22-1,2025-03-03T07:35:38,67.76,normal,1366
DHT22-1,2025-03-03T07:35:40,66.46,normal,1367
DHT22-1,2025-03-03T07:35:42,66.46,stuck_at,1367
DHT22-1,2025-03-03T07:35:44,61.63,normal,1367
DHT22-1,2025-03-03T07:35:46,52.83,normal,1367
DHT22-1,2025-03-03T07:35:48,76.0,normal,1367
DHT22-1,2025-03-03T07:35:50,54.98,normal,1367
DHT22-1,2025-03-03T07:35:52,76.03,normal,1367
DHT22-1,2025-03-03T07:35:54,56.41,normal,1367
DHT22-1,2025-03-03T07:35:56,56.54,noise,1367
DHT22-1,2025-03-03T07:35:58,45.17,normal,1367
DHT22-1,2025-03-03T07:36:00,62.74,normal,1368
DHT22-1,2025-03-03T07:36:02,59.75,normal,1368
DHT22-1,2025-03-03T07:36:04,59.81,normal,1368
DHT22-1,2025-03-03T07:36:06,74.82,normal,1368
DHT22-1,2025-03-03T07:36:08,49.93,normal,1368
DHT22-1,2025-03-03T07:36:10,51.81,drift,1368
DHT22-1,2025-03-03T07:36:12,66.28,normal,1368
DHT22-1,2025-03-03T07:36:14,75.26,normal,1368
DHT22-1,2025-03-03T07:36:16,48.9,normal,1368
DHT22-1,2025-03-03T07:36:18,53.15,normal,1368
DHT22-1,2025-03-03T07:36:20,58.03,normal,1369
DHT22-1,2025-03-03T07:36:22,76.25,normal,1369
DHT22-1,2025-03-03T07:36:24,75.28,noise,1369
DHT22-1,2025-03-03T07:36:26,75.26,normal,1369
DHT22-1,2025-03-03T07:36:28,76.97,normal,1369
DHT22-1,2025-03-03T07:36:30,45.86,normal,1369
DHT22-1,2025-03-03T07:36:32,59.79,normal,1369
DHT22-1,2025-03-03T07:36:34,45.93,normal,1369
DHT22-1,2025-03-03T07:36:36,60.01,normal,1369
DHT22-1,2025-03-03T07:36:38,154.78,out_of_range,1369
DHT22-1,2025-03-03T07:36:40,49.73,normal,1370
DHT22-1,2025-03-03T07:36:42,48.48,normal,1370
DHT22-1,2025-03-03T07:36:44,78.56,normal,1370
DHT22-1,2025-03-03T07:36:46,75.92,normal,1370
DHT22-1,2025-03-03T07:36:48,61.28,normal,1370
DHT22-1,2025-03-03T07:36:50,67.2,normal,1370
DHT22-1,2025-03-03T07:36:52,67.2,stuck_at,1370
DHT22-1,2025-03-03T07:36:54,68.09,normal,1370
DHT22-1,2025-03-03T07:36:56,67.67,normal,1370
DHT22-1,2025-03-03T07:36:58,64.99,normal,1370
DHT22-1,2025-03-03T07:37:00,51.8,normal,1371
DHT22-1,2025-03-03T07:37:02,54.07,normal,1371
DHT22-1,2025-03-03T07:37:04,75.07,normal,1371
DHT22-1,2025-03-03T07:37:06,74.11,noise,1371
DHT22-1,2025-03-03T07:37:08,69.57,normal,1371
DHT22-1,2025-03-03T07:37:10,67.49,normal,1371
DHT22-1,2025-03-03T07:37:12,66.46,normal,1371
DHT22-1,2025-03-03T07:37:14,52.65,normal,1371
DHT22-1,2025-03-03T07:37:16,67.24,normal,1371
DHT22-1,2025-03-03T07:37:18,56.55,normal,1371
DHT22-1,2025-03-03T07:37:20,57.06,drift,1372
DHT22-1,2025-03-03T07:37:22,68.32,normal,1372
DHT22-1,2025-03-03T07:37:24,51.76,normal,1372
DHT22-1,2025-03-03T07:37:26,61.33,normal,1372
DHT22-1,2025-03-03T07:37:28,74.96,normal,1372
DHT22-1,2025-03-03T07:37:30,51.43,normal,1372
DHT22-1,2025-03-03T07:37:32,79.3,normal,1372
DHT22-1,2025-03-03T07:37:34,89.3,calibration,1372
DHT22-1,2025-03-03T07:37:36,47.35,normal,1372
DHT22-1,2025-03-03T07:37:38,57.35,normal,1372
DHT22-1,2025-03-03T07:37:40,72.5,normal,1373
DHT22-1,2025-03-03T07:37:42,72.51,normal,1373
DHT22-1,2025-03-03T07:37:44,62.11,normal,1373
DHT22-1,2025-03-03T07:37:46,77.92,normal,1373
DHT22-1,2025-03-03T07:37:48,77.92,stuck_at,1373
DHT22-1,2025-03-03T07:37:50,77.23,normal,1373
DHT22-1,2025-03-03T07:37:52,73.45,normal,1373
DHT22-1,2025-03-03T07:37:54,76.51,normal,1373
DHT22-1,2025-03-03T07:37:56,62.93,normal,1373
DHT22-1,2025-03-03T07:37:58,75.49,normal,1373
DHT22-1,2025-03-03T07:38:00,63.61,normal,1374
DHT22-1,2025-03-03T07:38:02,166.79,out_of_range,1374
DHT22-1,2025-03-03T07:38:04,50.42,normal,1374
DHT22-1,2025-03-03T07:38:06,73.72,normal,1374
DHT22-1,2025-03-03T07:38:08,55.54,normal,1374
DHT22-1,2025-03-03T07:38:10,50.37,normal,1374
DHT22-1,2025-03-03T07:38:12,76.49,normal,1374
DHT22-1,2025-03-03T07:38:14,78.71,normal,1374
DHT22-1,2025-03-03T07:38:16,78.71,stuck_at,1374
DHT22-1,2025-03-03T07:38:18,58.58,normal,1374
DHT22-1,2025-03-03T07:38:20,77.27,normal,1375
DHT22-1,2025-03-03T07:38:22,65.73,normal,1375
DHT22-1,2025-03-03T07:38:24,51.9,normal,1375
DHT22-1,2025-03-03T07:38:26,66.26,normal,1375
DHT22-1,2025-03-03T07:38:28,52.52,normal,1375
DHT22-1,2025-03-03T07:38:30,52.52,stuck_at,1375
DHT22-1,2025-03-03T07:38:32,68.64,normal,1375
DHT22-1,2025-03-03T07:38:34,67.92,normal,1375
DHT22-1,2025-03-03T07:38:36,66.24,normal,1375
DHT22-1,2025-03-03T07:38:38,54.27,normal,1375
DHT22-1,2025-03-03T07:38:40,50.31,normal,1376
DHT22-1,2025-03-03T07:38:42,62.85,normal,1376
DHT22-1,2025-03-03T07:38:44,62.85,intermittent,1376
DHT22-1,2025-03-03T07:38:46,77.5,normal,1376
DHT22-1,2025-03-03T07:38:48,61.58,normal,1376
DHT22-1,2025-03-03T07:38:50,67.73,normal,1376
DHT22-1,2025-03-03T07:38:52,60.04,normal,1376
DHT22-1,2025-03-03T07:38:54,74.19,normal,1376
DHT22-1,2025-03-03T07:38:56,46.59,normal,1376
DHT22-1,2025-03-03T07:38:58,48.18,drift,1376
DHT22-1,2025-03-03T07:39:00,49.38,normal,1377
DHT22-1,2025-03-03T07:39:02,47.96,normal,1377
DHT22-1,2025-03-03T07:39:04,76.24,normal,1377
DHT22-1,2025-03-03T07:39:06,71.29,normal,1377
DHT22-1,2025-03-03T07:39:08,56.92,normal,1377
DHT22-1,2025-03-03T07:39:10,57.79,normal,1377
DHT22-1,2025-03-03T07:39:12,58.4,drift,1377
DHT22-1,2025-03-03T07:39:14,72.81,normal,1377
DHT22-1,2025-03-03T07:39:16,73.51,normal,1377
DHT22-1,2025-03-03T07:39:18,66.74,normal,1377
DHT22-1,2025-03-03T07:39:20,61.98,normal,1378
DHT22-1,2025-03-03T07:39:22,66.01,normal,1378
DHT22-1,2025-03-03T07:39:24,71.35,normal,1378
DHT22-1,2025-03-03T07:39:26,72.26,drift,1378
DHT22-1,2025-03-03T07:39:28,78.22,normal,1378
DHT22-1,2025-03-03T07:39:30,64.81,normal,1378
DHT22-1,2025-03-03T07:39:32,49.01,normal,1378
DHT22-1,2025-03-03T07:39:34,77.67,normal,1378
DHT22-1,2025-03-03T07:39:36,64.71,normal,1378
DHT22-1,2025-03-03T07:39:38,63.99,normal,1378
DHT22-1,2025-03-03T07:39:40,63.99,intermittent,1379
DHT22-1,2025-03-03T07:39:42,57.02,normal,1379
DHT22-1,2025-03-03T07:39:44,58.68,normal,1379
DHT22-1,2025-03-03T07:39:46,56.33,normal,1379
DHT22-1,2025-03-03T07:39:48,61.67,normal,1379
DHT22-1,2025-03-03T07:39:50,50.39,normal,1379
DHT22-1,2025-03-03T07:39:52,72.99,normal,1379
DHT22-1,2025-03-03T07:39:54,82.99,calibration,1379
DHT22-1,2025-03-03T07:39:56,76.59,normal,1379
DHT22-1,2025-03-03T07:39:58,73.64,normal,1379
DHT22-1,2025-03-03T07:40:00,75.51,normal,1380
DHT22-1,2025-03-03T07:40:02,45.0,normal,1380
DHT22-1,2025-03-03T07:40:04,62.72,normal,1380
DHT22-1,2025-03-03T07:40:06,45.86,normal,1380
DHT22-1,2025-03-03T07:40:08,55.86,calibration,1380
DHT22-1,2025-03-03T07:40:10,61.07,normal,1380
DHT22-1,2025-03-03T07:40:12,59.06,normal,1380
DHT22-1,2025-03-03T07:40:14,69.17,normal,1380
DHT22-1,2025-03-03T07:40:16,56.07,normal,1380
DHT22-1,2025-03-03T07:40:18,62.89,normal,1380
DHT22-1,2025-03-03T07:40:20,58.93,normal,1381
DHT22-1,2025-03-03T07:40:22,60.87,drift,1381
DHT22-1,2025-03-03T07:40:24,50.19,normal,1381
DHT22-1,2025-03-03T07:40:26,62.89,normal,1381
DHT22-1,2025-03-03T07:40:28,61.14,normal,1381
DHT22-1,2025-03-03T07:40:30,52.5,normal,1381
DHT22-1,2025-03-03T07:40:32,77.11,normal,1381
DHT22-1,2025-03-03T07:40:34,56.61,normal,1381
DHT22-1,2025-03-03T07:40:36,56.61,intermittent,1381
DHT22-1,2025-03-03T07:40:38,49.87,normal,1381
DHT22-1,2025-03-03T07:40:40,57.69,normal,1382
DHT22-1,2025-03-03T07:40:42,74.9,normal,1382
DHT22-1,2025-03-03T07:40:44,55.14,normal,1382
DHT22-1,2025-03-03T07:40:46,71.74,normal,1382
DHT22-1,2025-03-03T07:40:48,55.29,normal,1382
DHT22-1,2025-03-03T07:40:50,192.73,out_of_range,1382
DHT22-1,2025-03-03T07:40:52,68.18,normal,1382
DHT22-1,2025-03-03T07:40:54,60.11,normal,1382
DHT22-1,2025-03-03T07:40:56,58.53,normal,1382
DHT22-1,2025-03-03T07:40:58,45.16,normal,1382
DHT22-1,2025-03-03T07:41:00,69.3,normal,1383
DHT22-1,2025-03-03T07:41:02,56.11,normal,1383
DHT22-1,2025-03-03T07:41:04,181.65,out_of_range,1383
DHT22-1,2025-03-03T07:41:06,50.77,normal,1383
DHT22-1,2025-03-03T07:41:08,75.33,normal,1383
DHT22-1,2025-03-03T07:41:10,47.91,normal,1383
DHT22-1,2025-03-03T07:41:12,51.55,normal,1383
DHT22-1,2025-03-03T07:41:14,67.97,normal,1383
DHT22-1,2025-03-03T07:41:16,53.83,normal,1383
DHT22-1,2025-03-03T07:41:18,169.2,out_of_range,1383
DHT22-1,2025-03-03T07:41:20,62.5,normal,1384
DHT22-1,2025-03-03T07:41:22,78.82,normal,1384
DHT22-1,2025-03-03T07:41:24,78.9,normal,1384
DHT22-1,2025-03-03T07:41:26,47.31,normal,1384
DHT22-1,2025-03-03T07:41:28,70.86,normal,1384
DHT22-1,2025-03-03T07:41:30,74.74,normal,1384
DHT22-1,2025-03-03T07:41:32,84.74,calibration,1384
DHT22-1,2025-03-03T07:41:34,60.94,normal,1384
DHT22-1,2025-03-03T07:41:36,73.17,normal,1384
DHT22-1,2025-03-03T07:41:38,73.84,normal,1384
DHT22-1,2025-03-03T07:41:40,70.42,normal,1385
DHT22-1,2025-03-03T07:41:42,78.36,normal,1385
DHT22-1,2025-03-03T07:41:44,52.75,normal,1385
DHT22-1,2025-03-03T07:41:46,53.91,noise,1385
DHT22-1,2025-03-03T07:41:48,57.85,normal,1385
DHT22-1,2025-03-03T07:41:50,64.8,normal,1385
DHT22-1,2025-03-03T07:41:52,50.96,normal,1385
DHT22-1,2025-03-03T07:41:54,73.01,normal,1385
DHT22-1,2025-03-03T07:41:56,66.55,normal,1385
DHT22-1,2025-03-03T07:41:58,54.26,normal,1385
DHT22-1,2025-03-03T07:42:00,54.26,stuck_at,1386
DHT22-1,2025-03-03T07:42:02,67.67,normal,1386
DHT22-1,2025-03-03T07:42:04,61.45,normal,1386
DHT22-1,2025-03-03T07:42:06,68.52,normal,1386
DHT22-1,2025-03-03T07:42:08,75.42,normal,1386
DHT22-1,2025-03-03T07:42:10,62.72,normal,1386
DHT22-1,2025-03-03T07:42:12,52.75,normal,1386
DHT22-1,2025-03-03T07:42:14,52.75,intermittent,1386
DHT22-1,2025-03-03T07:42:16,76.06,normal,1386
DHT22-1,2025-03-03T07:42:18,63.89,normal,1386
DHT22-1,2025-03-03T07:42:20,46.63,normal,1387
DHT22-1,2025-03-03T07:42:22,54.82,normal,1387
DHT22-1,2025-03-03T07:42:24,77.39,normal,1387
DHT22-1,2025-03-03T07:42:26,59.36,normal,1387
DHT22-1,2025-03-03T07:42:28,60.52,drift,1387
DHT22-1,2025-03-03T07:42:30,57.59,normal,1387
DHT22-1,2025-03-03T07:42:32,59.97,normal,1387
DHT22-1,2025-03-03T07:42:34,59.62,normal,1387
DHT22-1,2025-03-03T07:42:36,73.21,normal,1387
DHT22-1,2025-03-03T07:42:38,77.66,normal,1387
DHT22-1,2025-03-03T07:42:40,52.78,normal,1388
DHT22-1,2025-03-03T07:42:42,62.78,calibration,1388
DHT22-1,2025-03-03T07:42:44,63.03,normal,1388
DHT22-1,2025-03-03T07:42:46,67.96,normal,1388
DHT22-1,2025-03-03T07:42:48,59.87,normal,1388
DHT22-1,2025-03-03T07:42:50,62.84,normal,1388
DHT22-1,2025-03-03T07:42:52,57.17,normal,1388
DHT22-1,2025-03-03T07:42:54,51.26,normal,1388
DHT22-1,2025-03-03T07:42:56,52.39,noise,1388
DHT22-1,2025-03-03T07:42:58,61.89,normal,1388
DHT22-1,2025-03-03T07:43:00,72.94,normal,1389
DHT22-1,2025-03-03T07:43:02,49.39,normal,1389
DHT22-1,2025-03-03T07:43:04,68.85,normal,1389
DHT22-1,2025-03-03T07:43:06,62.99,normal,1389
DHT22-1,2025-03-03T07:43:08,56.42,normal,1389
DHT22-1,2025-03-03T07:43:10,55.33,noise,1389
DHT22-1,2025-03-03T07:43:12,49.74,normal,1389
DHT22-1,2025-03-03T07:43:14,51.12,normal,1389
DHT22-1,2025-03-03T07:43:16,57.52,normal,1389
DHT22-1,2025-03-03T07:43:18,65.21,normal,1389
DHT22-1,2025-03-03T07:43:20,46.76,normal,1390
DHT22-1,2025-03-03T07:43:22,45.21,normal,1390
DHT22-1,2025-03-03T07:43:24,46.39,drift,1390
DHT22-1,2025-03-03T07:43:26,67.29,normal,1390
DHT22-1,2025-03-03T07:43:28,64.0,normal,1390
DHT22-1,2025-03-03T07:43:30,69.06,normal,1390
DHT22-1,2025-03-03T07:43:32,55.61,normal,1390
DHT22-1,2025-03-03T07:43:34,54.85,normal,1390
DHT22-1,2025-03-03T07:43:36,67.73,normal,1390
DHT22-1,2025-03-03T07:43:38,77.73,calibration,1390
DHT22-1,2025-03-03T07:43:40,51.74,normal,1391
DHT22-1,2025-03-03T07:43:42,50.25,normal,1391
DHT22-1,2025-03-03T07:43:44,65.78,normal,1391
DHT22-1,2025-03-03T07:43:46,49.17,normal,1391
DHT22-1,2025-03-03T07:43:48,79.73,normal,1391
DHT22-1,2025-03-03T07:43:50,46.01,normal,1391
DHT22-1,2025-03-03T07:43:52,182.12,out_of_range,1391
DHT22-1,2025-03-03T07:43:54,67.69,normal,1391
DHT22-1,2025-03-03T07:43:56,72.84,normal,1391
DHT22-1,2025-03-03T07:43:58,53.68,normal,1391
DHT22-1,2025-03-03T07:44:00,53.72,normal,1392
DHT22-1,2025-03-03T07:44:02,48.3,normal,1392
DHT22-1,2025-03-03T07:44:04,51.57,normal,1392
DHT22-1,2025-03-03T07:44:06,51.42,noise,1392
DHT22-1,2025-03-03T07:44:08,60.38,normal,1392
DHT22-1,2025-03-03T07:44:10,68.56,normal,1392
DHT22-1,2025-03-03T07:44:12,45.66,normal,1392
DHT22-1,2025-03-03T07:44:14,69.29,normal,1392
DHT22-1,2025-03-03T07:44:16,59.44,normal,1392
DHT22-1,2025-03-03T07:44:18,45.7,normal,1392
DHT22-1,2025-03-03T07:44:20,66.72,intermittent,1393
DHT22-1,2025-03-03T07:44:22,63.74,normal,1393
DHT22-1,2025-03-03T07:44:24,50.72,normal,1393
DHT22-1,2025-03-03T07:44:26,52.89,normal,1393
DHT22-1,2025-03-03T07:44:28,73.15,normal,1393
DHT22-1,2025-03-03T07:44:30,71.89,normal,1393
DHT22-1,2025-03-03T07:44:32,68.41,normal,1393
DHT22-1,2025-03-03T07:44:34,69.03,drift,1393
DHT22-1,2025-03-03T07:44:36,61.41,normal,1393
DHT22-1,2025-03-03T07:44:38,60.84,normal,1393
DHT22-1,2025-03-03T07:44:40,78.45,normal,1394
DHT22-1,2025-03-03T07:44:42,58.8,normal,1394
DHT22-1,2025-03-03T07:44:44,64.79,normal,1394
DHT22-1,2025-03-03T07:44:46,56.99,normal,1394
DHT22-1,2025-03-03T07:44:48,66.99,calibration,1394
DHT22-1,2025-03-03T07:44:50,64.38,normal,1394
DHT22-1,2025-03-03T07:44:52,67.08,normal,1394
DHT22-1,2025-03-03T07:44:54,62.1,normal,1394
DHT22-1,2025-03-03T07:44:56,57.3,normal,1394
DHT22-1,2025-03-03T07:44:58,65.99,normal,1394
DHT22-1,2025-03-03T07:45:00,62.15,normal,1395
DHT22-1,2025-03-03T07:45:02,62.15,stuck_at,1395
DHT22-1,2025-03-03T07:45:04,76.71,normal,1395
DHT22-1,2025-03-03T07:45:06,73.4,normal,1395
DHT22-1,2025-03-03T07:45:08,75.01,normal,1395
DHT22-1,2025-03-03T07:45:10,63.29,normal,1395
DHT22-1,2025-03-03T07:45:12,67.48,normal,1395
DHT22-1,2025-03-03T07:45:14,46.61,normal,1395
DHT22-1,2025-03-03T07:45:16,46.61,stuck_at,1395
DHT22-1,2025-03-03T07:45:18,67.18,normal,1395
DHT22-1,2025-03-03T07:45:20,57.47,normal,1396
DHT22-1,2025-03-03T07:45:22,74.97,normal,1396
